Year,player,age,team_id,pos,votes,pct_of_vote,first,second,third,fourth,fifth,goals,assists,points,plus_minus,wins_goalie,losses_goalie,ties_goalie,goals_against_avg,save_pct,ops,dps,gps,ps
1936,Eddie Shore,33,Boston Bruins,D,55,28.95,,,,,,3,16,19,,,,,,,2.2,4.5,0.0,6.8
1936,Hooley Smith,33,Montreal Maroons,C,39,20.53,,,,,,19,19,38,,,,,,,5.4,0.8,0.0,6.2
1936,Sweeney Schriner,24,New York Americans,LW,38,20.00,,,,,,19,26,45,,,,,,,6.0,0.6,0.0,6.5
1936,Charlie Conacher,26,Toronto Maple Leafs,RW,30,15.79,,,,,,23,15,38,,,,,,,6.7,0.8,0.0,7.4
1936,Red Dutton,38,New York Americans,D,28,14.74,,,,,,5,8,13,,,,,,,1.5,2.2,0.0,3.6
1937,Babe Siebert,33,Montreal Canadiens,LW/D,63,30.73,,,,,,8,20,28,,,,,,,2.1,0.9,0.0,3.1
1937,Lionel Conacher,35,Montreal Maroons,D,43,20.98,,,,,,6,19,25,,,,,,,2.9,3.5,0.0,6.3
1937,Ebbie Goodfellow,29,Detroit Red Wings,C/D,42,20.49,,,,,,9,16,25,,,,,,,1.7,1.0,0.0,2.8
1937,Tiny Thompson,33,Boston Bruins,G,31,15.12,,,,,,0,0,0,,23,18,7,2.22,,0.0,0.0,8.8,8.8
1937,Marty Barry,31,Detroit Red Wings,C,26,12.68,,,,,,17,27,44,,,,,,,5.1,1.0,0.0,6.1
1938,Eddie Shore,35,Boston Bruins,D,68,30.49,,,,,,3,14,17,,,,,,,1.6,4.7,0.0,6.3
1938,Paul Thompson,31,Chicago Black Hawks,LW,61,27.35,,,,,,22,22,44,,,,,,,4.8,0.6,0.0,5.4
1938,Babe Siebert,34,Montreal Canadiens,D,38,17.04,,,,,,8,11,19,,,,,,,2.3,2.3,0.0,4.6
1938,Gordie Drillon,24,Toronto Maple Leafs,RW,28,12.56,,,,,,26,26,52,,,,,,,6.7,0.8,0.0,7.4
1938,Neil Colville,23,New York Rangers,C,28,12.56,,,,,,18,19,37,,,,,,,3.9,1.0,0.0,4.9
1939,Toe Blake,26,Montreal Canadiens,LW,64,32.99,,,,,,24,23,47,,,,,,,5.2,0.5,0.0,5.7
1939,Syl Apps,24,Toronto Maple Leafs,C,45,23.20,,,,,,15,25,40,,,,,,,3.9,0.8,0.0,4.8
1939,Johnny Gottselig,33,Chicago Black Hawks,LW,30,15.46,,,,,,16,23,39,,,,,,,3.6,0.6,0.0,4.2
1939,Earl Robertson,28,New York Americans,G,28,14.43,,,,,,0,0,0,,17,18,10,2.86,,0.0,0.0,5.3,5.3
1939,Eddie Shore,36,Boston Bruins,D,27,13.92,,,,,,4,14,18,,,,,,,1.8,4.5,0.0,6.3
1940,Ebbie Goodfellow,32,Detroit Red Wings,D,57,28.36,,,,,,11,18,29,,,,,,,3.4,2.7,0.0,6.1
1940,Syl Apps,25,Toronto Maple Leafs,C,51,25.37,,,,,,13,17,30,,,,,,,3.7,0.5,0.0,4.2
1940,Dit Clapper,32,Boston Bruins,D,40,19.90,,,,,,10,18,28,,,,,,,3.4,3.8,0.0,7.2
1940,Milt Schmidt,21,Boston Bruins,C,32,15.92,,,,,,22,30,52,,,,,,,6.5,1.0,0.0,7.5
1940,Earl Robertson,29,New York Americans,G,21,10.45,,,,,,0,0,0,,15,29,4,2.84,,0.0,0.0,5.6,5.6
1941,Bill Cowley,28,Boston Bruins,C,88,23.10,,,,,,17,47,64,,,,,,,6.4,1.0,0.0,7.4
1941,Dit Clapper,33,Boston Bruins,D,81,21.26,,,,,,8,18,26,,,,,,,2.6,4.3,0.0,6.9
1941,Syl Apps,26,Toronto Maple Leafs,C,78,20.47,,,,,,20,24,44,,,,,,,5.1,1.0,0.0,6.0
1941,Syd Howe,29,Detroit Red Wings,C,72,18.90,,,,,,20,24,44,,,,,,,4.1,1.1,0.0,5.2
1941,Bryan Hextall,27,New York Rangers,RW,62,16.27,,,,,,26,21,47,,,,,,,4.9,0.9,0.0,5.8
1942,Tom Anderson,31,Brooklyn Americans,D,86,31.62,,,,,,12,29,41,,,,,,,3.6,2.3,0.0,6.0
1942,Syl Apps,27,Toronto Maple Leafs,C,48,17.65,,,,,,18,23,41,,,,,,,3.6,0.7,0.0,4.3
1942,Lynn Patrick,29,New York Rangers,LW,46,16.91,,,,,,32,23,55,,,,,,,5.3,0.9,0.0,6.2
1942,Bill Thoms,31,Chicago Black Hawks,C,46,16.91,,,,,,15,30,45,,,,,,,2.9,0.7,0.0,3.6
1942,Frank Brimsek,26,Boston Bruins,G,46,16.91,,,,,,0,0,0,,24,17,6,2.35,,0.0,0.0,11.0,11.0
1943,Bill Cowley,30,Boston Bruins,C,94,32.08,,,,,,27,45,72,,,,,,,5.4,0.9,0.0,6.3
1943,Doug Bentley,26,Chicago Black Hawks,LW,67,22.87,,,,,,33,40,73,,,,,,,5.4,0.9,0.0,6.3
1943,Syl Apps,28,Toronto Maple Leafs,C,46,15.70,,,,,,23,17,40,,,,,,,3.4,0.6,0.0,4.0
1943,Syd Howe,31,Detroit Red Wings,C,46,15.70,,,,,,20,35,55,,,,,,,3.4,1.4,0.0,4.8
1943,Frank Brimsek,27,Boston Bruins,G,40,13.65,,,,,,0,0,0,,24,17,9,3.52,,0.0,0.0,8.6,8.6
1944,Babe Pratt,28,Toronto Maple Leafs,D,87,26.93,,,,,,17,41,58,,,,,,,4.0,4.6,0.0,8.7
1944,Bill Cowley,31,Boston Bruins,C,84,26.01,,,,,,30,41,71,,,,,,,5.2,0.3,0.0,5.5
1944,Doug Bentley,27,Chicago Black Hawks,LW,55,17.03,,,,,,38,39,77,,,,,,,5.2,1.1,0.0,6.3
1944,Earl Seibert,32,Chicago Black Hawks,D,52,16.10,,,,,,8,25,33,,,,,,,1.5,4.4,0.0,5.9
1944,Lorne Carr,33,Toronto Maple Leafs,RW,45,13.93,,,,,,36,38,74,,,,,,,5.3,1.2,0.0,6.4
1945,Elmer Lach,27,Montreal Canadiens,C,116,32.04,,,,,,26,54,80,,,,,,,6.3,1.4,0.0,7.7
1945,Maurice Richard,23,Montreal Canadiens,RW,79,21.82,,,,,,50,23,73,,,,,,,7.8,1.4,0.0,9.2
1945,Bill Cowley,32,Boston Bruins,C,65,17.96,,,,,,25,40,65,,,,,,,5.0,0.6,0.0,5.6
1945,Flash Hollett,32,Detroit Red Wings,D,54,14.92,,,,,,20,21,41,,,,,,,4.1,4.2,0.0,8.4
1945,Syd Howe,33,Detroit Red Wings,C,48,13.26,,,,,,17,36,53,,,,,,,3.7,1.0,0.0,4.7
1946,Max Bentley,25,Chicago Black Hawks,C,106,29.61,,,,,,31,30,61,,,,,,,6.1,0.7,0.0,6.7
1946,Gaye Stewart,22,Toronto Maple Leafs,LW,89,24.86,,,,,,37,15,52,,,,,,,6.0,0.7,0.0,6.6
1946,Bill Durnan,30,Montreal Canadiens,G,70,19.55,,,,,,0,0,0,,24,11,5,2.60,,0.0,0.0,9.2,9.2
1946,Harry Lumley,19,Detroit Red Wings,G,52,14.53,,,,,,0,0,0,,20,20,10,3.18,,0.0,0.0,9.0,9.0
1946,Jack Stewart,28,Detroit Red Wings,D,41,11.45,,,,,,4,11,15,,,,,,,0.8,3.4,0.0,4.2
1947,Maurice Richard,25,Montreal Canadiens,RW,48,88.89,12,6,0,,,45,26,71,,,,,,,8.3,1.4,0.0,9.7
1947,Milt Schmidt,28,Boston Bruins,C,28,51.85,4,6,4,,,27,35,62,,,,,,,5.6,1.1,0.0,6.6
1947,Max Bentley,26,Chicago Black Hawks,C,12,22.22,2,2,2,,,29,43,72,,,,,,,6.6,0.2,0.0,6.9
1947,Turk Broda,32,Toronto Maple Leafs,G,7,12.96,0,3,1,,,0,0,0,,31,19,10,2.87,,0.0,0.0,11.6,11.6
1947,Chuck Rayner,26,New York Rangers,G,7,12.96,0,1,5,,,0,0,0,,22,30,6,3.05,,0.0,0.0,10.2,10.2
1948,Buddy O'Connor,31,New York Rangers,C,36,80.00,10,2,2,,,24,36,60,,,,,,,5.6,0.7,0.0,6.3
1948,Frank Brimsek,32,Boston Bruins,G,18,40.00,2,4,4,,,0,0,0,,23,24,13,2.80,,0.0,0.0,10.7,10.7
1948,Elmer Lach,30,Montreal Canadiens,C,13,28.89,1,5,0,,,30,31,61,,,,,,,6.5,1.0,0.0,7.5
1948,Max Bentley,27,TOT,C,10,22.22,2,1,2,,,26,28,54,,,,,,,5.1,1.1,0.0,6.2
1949,Sid Abel,30,Detroit Red Wings,C,43,39.81,11,4,2,,,28,26,54,,,,,,,6.2,1.0,0.0,7.3
1949,Bill Durnan,33,Montreal Canadiens,G,36,33.33,6,8,2,,,0,0,0,,28,23,9,2.10,,0.0,0.0,13.9,13.9
1949,Roy Conacher,32,Chicago Black Hawks,LW,5,4.63,1,1,0,,,26,42,68,,,,,,,7.0,0.5,0.0,7.4
1949,Ted Lindsay,23,Detroit Red Wings,LW,4,3.70,0,2,0,,,26,28,54,,,,,,,6.5,0.9,0.0,7.4
1949,Paul Ronty,20,Boston Bruins,C,4,3.70,0,1,2,,,20,29,49,,,,,,,4.7,0.9,0.0,5.6
1949,Doug Bentley,32,Chicago Black Hawks,C,4,3.70,0,0,4,,,23,43,66,,,,,,,6.5,0.4,0.0,7.0
1949,Chuck Rayner,28,New York Rangers,G,3,2.78,,,,,,0,0,0,,16,31,11,2.90,,0.0,0.0,8.6,8.6
1949,Harry Watson,25,Toronto Maple Leafs,LW,2,1.85,,,,,,26,19,45,,,,,,,4.7,0.9,0.0,5.6
1949,Ken Mosdell,26,Montreal Canadiens,C,2,1.85,,,,,,17,9,26,,,,,,,1.8,1.3,0.0,3.1
1950,Chuck Rayner,29,New York Rangers,G,36,66.67,8,6,0,,,0,0,0,,28,30,11,2.62,,0.0,0.0,12.3,12.3
1950,Ted Kennedy,24,Toronto Maple Leafs,C,23,42.59,4,3,5,,,20,24,44,,,,,,,4.2,0.9,0.0,5.1
1950,Maurice Richard,28,Montreal Canadiens,RW,18,33.33,3,2,5,,,43,22,65,,,,,,,8.0,1.4,0.0,9.4
1950,Sid Abel,31,Detroit Red Wings,C,10,18.52,0,3,4,,,34,35,69,,,,,,,8.0,1.2,0.0,9.2
1950,Milt Schmidt,31,Boston Bruins,C,6,11.11,1,1,1,,,19,22,41,,,,,,,3.1,0.7,0.0,3.8
1950,Bill Durnan,34,Montreal Canadiens,G,6,11.11,2,0,0,,,0,1,1,,26,21,17,2.20,,0.0,0.0,14.2,14.2
1950,Edgar Laprade,30,New York Rangers,C,3,5.56,0,1,1,,,22,22,44,,,,,,,4.3,0.8,0.0,5.1
1950,Ted Lindsay,24,Detroit Red Wings,LW,3,5.56,0,1,1,,,23,55,78,,,,,,,7.8,1.2,0.0,9.0
1950,Turk Broda,35,Toronto Maple Leafs,G,2,3.70,0,1,0,,,0,0,0,,30,25,12,2.47,,0.0,0.0,13.1,13.1
1950,Red Kelly,22,Detroit Red Wings,D,1,1.85,0,0,1,,,15,25,40,,,,,,,4.8,4.8,0.0,9.6
1951,Milt Schmidt,32,Boston Bruins,C,40,74.07,10,4,2,,,22,39,61,,,,,,,6.2,0.8,0.0,7.0
1951,Maurice Richard,29,Montreal Canadiens,RW,28,51.85,5,4,5,,,42,24,66,,,,,,,8.6,1.0,0.0,9.6
1951,Red Kelly,23,Detroit Red Wings,D,11,20.37,1,2,4,,,17,37,54,,,,,,,6.3,5.8,0.0,12.1
1951,Gordie Howe,22,Detroit Red Wings,RW,11,20.37,0,5,1,,,43,43,86,,,,,,,10.6,1.5,0.0,12.1
1951,Ted Kennedy,25,Toronto Maple Leafs,C,8,14.81,0,2,4,,,18,43,61,,,,,,,5.4,1.4,0.0,6.7
1951,Bert Olmstead,24,TOT,RW,6,11.11,2,0,0,,,18,23,41,,,,,,,3.8,0.6,0.0,4.5
1951,Bill Quackenbush,28,Boston Bruins,D,2,3.70,0,1,0,,,5,24,29,,,,,,,2.4,3.7,0.0,6.1
1951,Al Rollins,24,Toronto Maple Leafs,G,1,1.85,0,0,1,,,0,0,0,,26,6,7,1.77,,0.0,0.0,10.4,10.4
1951,Roy Conacher,34,Chicago Black Hawks,LW,1,1.85,0,0,1,,,26,24,50,,,,,,,4.8,0.2,0.0,5.0
1952,Gordie Howe,23,Detroit Red Wings,RW,62,77.50,9,5,2,,,47,39,86,,,,,,,11.6,1.5,0.0,13.1
1952,Elmer Lach,34,Montreal Canadiens,C,46,57.50,3,10,1,,,15,50,65,,,,,,,5.2,1.3,0.0,6.4
1952,Jim Henry,31,Boston Bruins,G,14,17.50,2,0,4,,,0,0,0,,25,29,16,2.47,,0.0,0.0,12.2,12.2
1952,Terry Sawchuk,22,Detroit Red Wings,G,13,16.25,1,1,5,,,0,0,0,,44,14,12,1.90,,0.0,0.0,16.6,16.6
1952,Milt Schmidt,33,Boston Bruins,C,13,16.25,1,2,2,,,21,29,50,,,,,,,4.4,1.1,0.0,5.4
1953,Gordie Howe,24,Detroit Red Wings,RW,58,64.44,9,4,1,,,49,46,95,,,,,,,14.1,1.4,0.0,15.5
1953,Al Rollins,26,Chicago Black Hawks,G,25,27.78,3,3,1,,,0,0,0,,27,28,15,2.50,,0.0,0.0,10.5,10.5
1953,Red Kelly,25,Detroit Red Wings,D,25,27.78,2,3,6,,,19,27,46,,,,,,,6.5,5.8,0.0,12.2
1953,Gerry McNeil,26,Montreal Canadiens,G,16,17.78,3,0,1,,,0,0,0,,25,23,18,2.09,,0.0,0.0,13.1,13.1
1953,Ted Kennedy,27,Toronto Maple Leafs,C,12,13.33,1,2,1,,,14,23,37,,,,,,,4.0,0.6,0.0,4.7
1954,Al Rollins,27,Chicago Black Hawks,G,80,30.53,50,30,,,,0,0,0,,12,47,7,3.21,,0.0,0.0,4.3,4.3
1954,Red Kelly,26,Detroit Red Wings,D,74,28.24,40,34,,,,16,33,49,,,,,,,6.2,5.1,0.0,11.3
1954,Maurice Richard,32,Montreal Canadiens,RW,44,16.79,20,24,,,,37,30,67,,,,,,,8.8,1.4,0.0,10.1
1954,Gordie Howe,25,Detroit Red Wings,RW,33,12.60,22,11,,,,33,48,81,,,,,,,10.2,1.4,0.0,11.6
1954,Harry Lumley,27,Toronto Maple Leafs,G,31,11.83,10,21,,,,0,0,0,,32,24,13,1.86,,0.0,0.0,15.6,15.6
1955,Ted Kennedy,29,Toronto Maple Leafs,C,86,38.74,40,46,,,,10,42,52,,,,,,,3.8,1.5,0.0,5.3
1955,Harry Lumley,28,Toronto Maple Leafs,G,61,27.48,23,38,,,,0,0,0,,23,24,22,1.91,,0.0,0.0,16.2,16.2
1955,Maurice Richard,33,Montreal Canadiens,RW,36,16.22,19,17,,,,38,36,74,,,,,,,9.1,1.3,0.0,10.3
1955,Jean Beliveau,23,Montreal Canadiens,C,21,9.46,14,7,,,,37,36,73,,,,,,,8.7,1.3,0.0,10.0
1955,Doug Harvey,30,Montreal Canadiens,D,18,8.11,7,11,,,,6,43,49,,,,,,,4.5,5.2,0.0,9.7
1956,Jean Beliveau,24,Montreal Canadiens,C,94,29.28,53,41,,,,47,41,88,,,,,,,11.5,1.5,0.0,13.0
1956,Tod Sloan,28,Toronto Maple Leafs,C,86,26.79,14,72,,,,37,29,66,,,,,,,8.3,1.0,0.0,9.3
1956,Gump Worsley,26,New York Rangers,G,72,22.43,55,17,,,,0,0,0,,32,28,10,2.83,.923,0.0,0.0,8.8,8.8
1956,Red Kelly,28,Detroit Red Wings,D,25,7.79,14,11,,,,16,34,50,,,,,,,6.0,5.2,0.0,11.2
1956,Doug Harvey,31,Montreal Canadiens,D,11,3.43,6,5,,,,5,39,44,,,,,,,4.1,5.5,0.0,9.6
1956,Johnny Wilson,26,Chicago Black Hawks,LW,10,3.12,,,,,,24,9,33,,,,,,,2.9,0.6,0.0,3.6
1956,Gordie Howe,27,Detroit Red Wings,RW,8,2.49,,,,,,38,41,79,,,,,,,10.0,1.3,0.0,11.3
1956,Andy Bathgate,23,New York Rangers,RW,6,1.87,,,,,,19,47,66,,,,,,,6.0,0.8,0.0,6.7
1956,Maurice Richard,34,Montreal Canadiens,RW,6,1.87,,,,,,38,33,71,,,,,,,8.7,1.5,0.0,10.2
1956,Ted Lindsay,30,Detroit Red Wings,LW,3,0.93,,,,,,27,23,50,,,,,,,5.6,1.2,0.0,6.9
1957,Gordie Howe,28,Detroit Red Wings,RW,111,38.95,43,68,,,,44,45,89,,,,,,,10.5,1.3,0.0,11.8
1957,Jean Beliveau,25,Montreal Canadiens,C,58,20.35,51,7,,,,33,51,84,,,,,,,8.8,1.3,0.0,10.2
1957,Andy Bathgate,24,New York Rangers,RW,51,17.89,0,51,,,,27,50,77,,,,,,,7.5,0.7,0.0,8.1
1957,Terry Sawchuk,27,Boston Bruins,G,35,12.28,35,0,,,,0,0,0,,18,10,6,2.38,.920,0.0,0.0,6.6,6.6
1957,Doug Harvey,32,Montreal Canadiens,D,17,5.96,15,2,,,,6,44,50,,,,,,,4.4,5.4,0.0,9.8
1957,Ed Litzenberger,24,Chicago Black Hawks,RW,13,4.56,,,,,,32,32,64,,,,,,,6.6,0.7,0.0,7.3
1958,Gordie Howe,29,Detroit Red Wings,RW,105,32.61,47,58,,,,33,44,77,,,,,,,7.9,0.8,0.0,8.8
1958,Andy Bathgate,25,New York Rangers,RW,70,21.74,11,59,,,,30,48,78,,,,,,,7.8,1.0,0.0,8.8
1958,Doug Harvey,33,Montreal Canadiens,D,41,12.73,27,14,,,,9,32,41,,,,,,,3.6,5.4,0.0,9.0
1958,Henri Richard,21,Montreal Canadiens,C,40,12.42,30,10,,,,28,52,80,,,,,,,7.3,1.3,0.0,8.6
1958,Glenn Hall,26,Chicago Black Hawks,G,37,11.49,23,14,,,,0,0,0,,24,39,7,2.86,.906,0.0,0.0,11.0,11.0
1958,Bill Gadsby,30,New York Rangers,D,9,2.80,,,,,,14,32,46,,,,,,,4.8,4.1,0.0,8.8
1958,Camille Henry,25,New York Rangers,LW,6,1.86,,,,,,32,24,56,,,,,,,5.5,1.1,0.0,6.6
1958,Dickie Moore,27,Montreal Canadiens,LW,4,1.24,,,,,,36,48,84,,,,,,,8.3,1.4,0.0,9.7
1958,Fleming MacKell,28,Boston Bruins,C,3,0.93,,,,,,20,40,60,,,,,,,4.5,1.1,0.0,5.5
1959,Andy Bathgate,26,New York Rangers,RW,133,48.54,67,66,,,,40,48,88,,,,,,,9.0,0.9,0.0,9.9
1959,Gordie Howe,30,Detroit Red Wings,RW,60,21.90,36,24,,,,32,46,78,,,,,,,7.5,0.9,0.0,8.4
1959,Jean Beliveau,27,Montreal Canadiens,C,36,13.14,0,36,,,,45,46,91,,,,,,,9.8,1.3,0.0,11.0
1959,Terry Sawchuk,29,Detroit Red Wings,G,34,12.41,31,3,,,,0,0,0,,23,36,8,3.09,.896,0.0,0.0,9.6,9.6
1959,Dickie Moore,28,Montreal Canadiens,LW,11,4.01,1,10,,,,41,55,96,,,,,,,9.6,1.4,0.0,11.0
1960,Gordie Howe,31,Detroit Red Wings,RW,118,43.38,59,59,,,,28,45,73,16,,,,,,6.4,1.1,0.0,7.4
1960,Bobby Hull,21,Chicago Black Hawks,LW,55,20.22,31,24,,,,39,42,81,27,,,,,,8.0,1.2,0.0,9.2
1960,Glenn Hall,28,Chicago Black Hawks,G,44,16.18,0,44,,,,0,1,1,,28,29,13,2.56,.918,0.0,0.0,14.0,14.0
1960,Jean Beliveau,28,Montreal Canadiens,C,28,10.29,,,,,,34,40,74,20,,,,,,7.3,1.0,0.0,8.4
1960,Bert Olmstead,33,Toronto Maple Leafs,LW,27,9.93,,,,,,15,21,36,-3,,,,,,2.4,0.9,0.0,3.3
1961,Bernie Geoffrion,29,Montreal Canadiens,RW,84,29.27,29,55,,,,50,45,95,3,,,,,,10.5,1.1,0.0,11.6
1961,Johnny Bower,36,Toronto Maple Leafs,G,71,24.74,48,23,,,,0,0,0,,33,15,10,2.50,.922,0.0,0.0,12.1,12.1
1961,Gordie Howe,32,Detroit Red Wings,RW,66,23.00,32,34,,,,23,49,72,-5,,,,,,5.8,0.9,0.0,6.7
1961,Frank Mahovlich,23,Toronto Maple Leafs,C/LW,41,14.29,34,7,,,,48,36,84,23,,,,,,9.0,1.4,0.0,10.4
1961,Glenn Hall,29,Chicago Black Hawks,G,25,8.71,9,16,,,,0,1,1,,29,24,17,2.53,.920,0.0,0.0,14.4,14.4
1962,Jacques Plante,33,Montreal Canadiens,G,94,29.01,40,54,,,,0,0,0,,42,14,14,2.37,.923,0.0,0.0,15.6,15.6
1962,Doug Harvey,37,New York Rangers,D,60,18.52,53,7,,,,6,24,30,-9,,,,,,1.9,4.3,0.0,6.2
1962,Bobby Hull,23,Chicago Black Hawks,LW,53,16.36,0,53,,,,50,34,84,10,,,,,,8.8,1.2,0.0,10.0
1962,Gordie Howe,33,Detroit Red Wings,RW,40,12.35,23,17,,,,33,44,77,12,,,,,,6.8,0.9,0.0,7.7
1962,Andy Bathgate,29,New York Rangers,RW,31,9.57,10,21,,,,28,56,84,3,,,,,,6.8,1.1,0.0,7.9
1962,Glenn Hall,30,Chicago Black Hawks,G,25,7.72,,,,,,0,0,0,,31,26,13,2.63,.914,0.0,0.0,13.8,13.8
1962,Johnny Bower,37,Toronto Maple Leafs,G,16,4.94,,,,,,0,1,1,,31,18,10,2.56,.917,0.0,0.0,12.1,12.1
1962,Red Kelly,34,Toronto Maple Leafs,C/D,4,1.23,,,,,,22,27,49,23,,,,,,4.0,1.1,0.0,5.0
1962,Doug Mohns,28,Boston Bruins,D/RW,1,0.31,,,,,,16,29,45,-62,,,,,,4.2,0.9,0.0,5.0
1963,Gordie Howe,34,Detroit Red Wings,RW,111,40.51,30,81,,,,38,48,86,23,,,,,,8.4,1.1,0.0,9.5
1963,Stan Mikita,22,Chicago Black Hawks,RW,54,19.71,35,19,,,,31,45,76,26,,,,,,6.7,1.1,0.0,7.8
1963,Terry Sawchuk,33,Detroit Red Wings,G,44,16.06,37,7,,,,0,0,0,,21,16,7,2.54,.912,0.0,0.0,9.3,9.3
1963,Glenn Hall,31,Chicago Black Hawks,G,42,15.33,21,21,,,,0,0,0,,30,20,15,2.47,.918,0.0,0.0,13.6,13.6
1963,Frank Mahovlich,25,Toronto Maple Leafs,C/LW,23,8.39,16,7,,,,36,37,73,22,,,,,,7.2,1.2,0.0,8.4
1964,Jean Beliveau,32,Montreal Canadiens,C,102,31.78,82,20,,,,28,50,78,9,,,,,,7.5,1.2,0.0,8.7
1964,Bobby Hull,25,Chicago Black Hawks,LW,58,18.07,32,26,,,,43,44,87,14,,,,,,9.7,1.2,0.0,10.9
1964,Gordie Howe,35,Detroit Red Wings,RW,50,15.58,10,40,,,,26,47,73,-10,,,,,,6.7,0.9,0.0,7.5
1964,Charlie Hodge,30,Montreal Canadiens,G,43,13.40,0,43,,,,0,0,0,,33,18,11,2.26,.920,0.0,0.0,13.3,13.3
1964,Stan Mikita,23,Chicago Black Hawks,C,30,9.35,12,18,,,,39,50,89,21,,,,,,9.5,1.2,0.0,10.7
1964,Glenn Hall,32,Chicago Black Hawks,G,25,7.79,,,,,,0,2,2,,34,19,11,2.30,.930,0.0,0.0,13.5,13.5
1964,Kenny Wharram,30,Chicago Black Hawks,RW,3,0.93,,,,,,39,32,71,25,,,,,,7.7,1.2,0.0,9.0
1964,Terry Sawchuk,34,Detroit Red Wings,G,3,0.93,,,,,,0,0,0,,25,20,7,2.64,.916,0.0,0.0,9.2,9.2
1964,Johnny Bower,39,Toronto Maple Leafs,G,3,0.93,,,,,,0,0,0,,24,15,11,2.11,.932,0.0,0.0,11.5,11.5
1964,Eddie Johnston,28,Boston Bruins,G,2,0.62,,,,,,0,0,0,,18,40,12,3.01,.914,0.0,0.0,9.6,9.6
1964,Tim Horton,34,Toronto Maple Leafs,D,2,0.62,,,,,,9,20,29,10,,,,,,2.5,4.9,0.0,7.4
1965,Bobby Hull,26,Chicago Black Hawks,LW,103,37.59,88,15,,,,39,32,71,23,,,,,,7.9,1.1,0.0,9.0
1965,Norm Ullman,29,Detroit Red Wings,C,96,35.04,22,74,,,,42,41,83,15,,,,,,9.0,1.2,0.0,10.2
1965,Gordie Howe,36,Detroit Red Wings,RW,35,12.77,9,26,,,,29,47,76,22,,,,,,7.0,1.2,0.0,8.2
1965,Roger Crozier,22,Detroit Red Wings,G,24,8.76,8,16,,,,0,0,0,,40,22,7,2.42,.913,0.0,0.0,14.4,14.4
1965,Charlie Hodge,31,Montreal Canadiens,G,16,5.84,16,0,,,,0,0,0,,26,16,10,2.60,.905,0.0,0.0,9.9,9.9
1966,Bobby Hull,27,Chicago Black Hawks,LW,145,55.13,79,66,,,,54,43,97,19,,,,,,10.6,1.2,0.0,11.8
1966,Jean Beliveau,34,Montreal Canadiens,C,59,22.43,3,56,,,,29,48,77,10,,,,,,6.4,1.2,0.0,7.7
1966,Gordie Howe,37,Detroit Red Wings,RW,24,9.13,13,11,,,,29,46,75,19,,,,,,6.0,1.1,0.0,7.1
1966,Glenn Hall,34,Chicago Black Hawks,G,21,7.98,21,0,,,,0,2,2,,34,22,8,2.63,.916,0.0,0.0,12.6,12.6
1966,Norm Ullman,30,Detroit Red Wings,C,14,5.32,14,0,,,,31,41,72,2,,,,,,5.9,1.1,0.0,7.1
1967,Stan Mikita,26,Chicago Black Hawks,C,168,52.50,84,84,,,,35,62,97,40,,,,,,8.9,1.3,0.0,10.2
1967,Ed Giacomin,27,New York Rangers,G,57,17.81,36,21,,,,0,0,0,,30,27,11,2.61,.917,0.0,0.0,13.2,13.2
1967,Bobby Hull,28,Chicago Black Hawks,LW,21,6.56,2,19,,,,52,28,80,28,,,,,,9.1,1.2,0.0,10.3
1967,Henri Richard,30,Montreal Canadiens,C,16,5.00,0,16,,,,21,34,55,2,,,,,,4.0,1.0,0.0,5.1
1967,Harry Howell,34,New York Rangers,D,14,4.38,13,1,,,,12,28,40,4,,,,,,3.4,4.8,0.0,8.2
1967,Bobby Orr,18,Boston Bruins,D,11,3.44,,,,,,13,28,41,1,,,,,,3.8,2.2,0.0,6.0
1967,Rod Gilbert,25,New York Rangers,RW,10,3.13,,,,,,28,18,46,-2,,,,,,4.0,1.1,0.0,5.1
1967,Gordie Howe,38,Detroit Red Wings,RW,10,3.13,,,,,,25,40,65,-3,,,,,,5.1,0.7,0.0,5.8
1967,Red Kelly,39,Toronto Maple Leafs,C,7,2.19,,,,,,14,24,38,0,,,,,,2.0,0.8,0.0,2.9
1967,Phil Goyette,33,New York Rangers,C,3,0.94,,,,,,12,49,61,14,,,,,,3.6,1.2,0.0,4.8
1967,Denis DeJordy,28,Chicago Black Hawks,G,3,0.94,,,,,,0,0,0,,22,12,7,2.46,.923,0.0,0.0,9.0,9.0
1968,Stan Mikita,27,Chicago Black Hawks,C,52,30.23,34,18,,,,40,47,87,0,,,,,,9.0,1.0,0.0,10.0
1968,Jean Beliveau,36,Montreal Canadiens,C,43,25.00,4,39,,,,31,37,68,25,,,,,,7.0,1.6,0.0,8.7
1968,Bobby Hull,29,Chicago Black Hawks,LW,32,18.60,32,0,,,,44,31,75,13,,,,,,8.2,1.5,0.0,9.7
1968,Bobby Orr,19,Boston Bruins,D,29,16.86,29,0,,,,11,20,31,28,,,,,,3.3,3.5,0.0,6.7
1968,Gordie Howe,39,Detroit Red Wings,RW,16,9.30,4,12,,,,39,43,82,12,,,,,,8.5,1.1,0.0,9.7
1969,Phil Esposito,26,Boston Bruins,C,133,42.63,,,,,,49,77,126,55,,,,,,12.7,2.3,0.0,15.1
1969,Jean Beliveau,37,Montreal Canadiens,C,47,15.06,,,,,,33,49,82,15,,,,,,7.6,1.2,0.0,8.7
